symbol,entry_timestamp,entry_price,entry_qty,entry_side,exit_timestamp,exit_price,exit_qty,exit_side,pnl,charges,pat
NIFTY30JAN25FUT,2025-01-23 12:15:00,23246.73,8,SELL,2025-01-23 13:15:00,23315.943,8,BUY,-553.704,200.0,-753.704
NIFTY30JAN25FUT,2025-01-23 12:30:00,23269.507,16,SELL,2025-01-23 13:15:00,23315.943,16,BUY,-742.976,200.0,-942.976
NIFTY30JAN25FUT,2025-01-23 12:45:00,23270.556,32,SELL,2025-01-23 13:15:00,23315.943,32,BUY,-1452.384,200.0,-1652.384
NIFTY30JAN25FUT,2025-01-23 13:00:00,23263.713,63,SELL,2025-01-23 13:15:00,23315.943,63,BUY,-3290.49,200.0,-3490.49
NIFTY30JAN25FUT,2025-01-23 13:15:00,23315.943,1,BUY,2025-01-23 15:15:00,23236.191,1,SELL,-79.752,200.0,-279.752
NIFTY30JAN25FUT,2025-01-30 10:30:00,23276.75,1,SELL,2025-01-30 12:00:00,23280.507,1,BUY,-3.757,200.0,-203.757
NIFTY30JAN25FUT,2025-01-30 10:45:00,23275.701,2,SELL,2025-01-30 12:00:00,23280.507,2,BUY,-9.612,200.0,-209.612
NIFTY30JAN25FUT,2025-01-30 11:00:00,23226.75,3,SELL,2025-01-30 12:00:00,23280.507,3,BUY,-161.271,200.0,-361.27099999999996
NIFTY30JAN25FUT,2025-01-30 11:15:00,23256.72,6,SELL,2025-01-30 12:00:00,23280.507,6,BUY,-142.722,200.0,-342.722
NIFTY30JAN25FUT,2025-01-30 11:30:00,23234.892,12,SELL,2025-01-30 12:00:00,23280.507,12,BUY,-547.38,200.0,-747.38
NIFTY30JAN25FUT,2025-01-30 11:45:00,23213.813,24,SELL,2025-01-30 12:00:00,23280.507,24,BUY,-1600.656,200.0,-1800.656
NIFTY30JAN25FUT,2025-01-30 13:15:00,23238.338,1,SELL,2025-01-30 14:15:00,23187.064,1,BUY,51.274,200.0,-148.726
NIFTY30JAN25FUT,2025-01-30 13:30:00,23200.476,1,SELL,2025-01-30 14:15:00,23187.064,1,BUY,13.412,200.0,-186.588
NIFTY30JAN25FUT,2025-01-30 13:45:00,23208.169,3,SELL,2025-01-30 14:15:00,23187.064,3,BUY,63.315,200.0,-136.685
NIFTY30JAN25FUT,2025-01-30 14:00:00,23168.159,5,SELL,2025-01-30 14:15:00,23187.064,5,BUY,-94.525,200.0,-294.525
NIFTY30JAN25FUT,2025-01-30 15:00:00,23170.556,1,SELL,2025-01-30 15:15:00,23263.34,1,BUY,-92.784,200.0,-292.784
NIFTY09JAN2523600CE,2025-01-09 09:30:00,44.555,75,SELL,2025-01-09 15:15:00,0.1,75,BUY,3334.125,50.0,3284.125
NIFTY09JAN2523600PE,2025-01-09 09:30:00,42.907,75,SELL,2025-01-09 15:15:00,80.08,75,BUY,-2787.975,50.0,-2837.975
NIFTY16JAN2523350CE,2025-01-16 09:30:00,29.321,75,SELL,2025-01-16 15:15:00,0.1,75,BUY,2191.575,50.0,2141.575
NIFTY16JAN2523350PE,2025-01-16 09:30:00,44.206,75,SELL,2025-01-16 15:15:00,47.898,75,BUY,-276.9,50.0,-326.9
NIFTY23JAN2523100CE,2025-01-23 09:30:00,54.745,75,SELL,2025-01-23 15:15:00,104.655,75,BUY,-3743.25,50.0,-3793.25
NIFTY23JAN2523100PE,2025-01-23 09:30:00,34.565,75,SELL,2025-01-23 15:15:00,0.15,75,BUY,2581.125,50.0,2531.125
NIFTY30JAN2523150PE,2025-01-30 09:30:00,121.628,75,SELL,2025-01-30 15:15:00,0.2,75,BUY,9107.1,50.0,9057.1
NIFTY30JAN2523150CE,2025-01-30 09:30:00,125.574,75,SELL,2025-01-30 15:15:00,91.341,75,BUY,2567.475,50.0,2517.475
