symbol,timestamp,price,quantity,side
NIFTY02JAN2523750CE,2025-01-02 09:30:00,124.276,75,SELL
NIFTY02JAN2523750PE,2025-01-02 09:30:00,104.645,75,SELL
NIFTY30JAN25FUT,2025-01-02 11:00:00,24016.26,1,SELL
NIFTY30JAN25FUT,2025-01-02 11:15:00,24029.397,2,SELL
NIFTY30JAN25FUT,2025-01-02 11:30:00,24050.825,4,SELL
NIFTY30JAN25FUT,2025-01-02 11:45:00,24035.69,8,SELL
NIFTY30JAN25FUT,2025-01-02 12:00:00,24025.95,15,SELL
NIFTY30JAN25FUT,2025-01-02 12:15:00,24015.96,30,SELL
NIFTY30JAN25FUT,2025-01-02 12:30:00,24142.118,60,BUY
NIFTY30JAN25FUT,2025-01-02 12:45:00,24123.253,1,SELL
NIFTY30JAN25FUT,2025-01-02 13:00:00,24134.691,2,SELL
NIFTY30JAN25FUT,2025-01-02 13:15:00,24154.072,4,SELL
NIFTY30JAN25FUT,2025-01-02 13:30:00,24167.808,8,SELL
NIFTY30JAN25FUT,2025-01-02 13:45:00,24208.218,16,SELL
NIFTY30JAN25FUT,2025-01-02 14:00:00,24185.49,32,SELL
NIFTY30JAN25FUT,2025-01-02 14:15:00,24205.171,63,SELL
NIFTY30JAN25FUT,2025-01-02 14:30:00,24263.739,127,BUY
NIFTY02JAN2523750CE,2025-01-02 15:15:00,438.438,75,BUY
NIFTY02JAN2523750PE,2025-01-02 15:15:00,0.2,75,BUY
NIFTY30JAN25FUT,2025-01-02 15:15:00,24260.665,1,SELL
NIFTY09JAN2523600CE,2025-01-09 09:30:00,44.555,75,SELL
NIFTY09JAN2523600PE,2025-01-09 09:30:00,42.907,75,SELL
NIFTY30JAN25FUT,2025-01-09 13:30:00,23659.586,1,BUY
NIFTY09JAN2523600PE,2025-01-09 15:15:00,80.08,75,BUY
NIFTY30JAN25FUT,2025-01-09 15:15:00,23621.855,1,SELL
NIFTY09JAN2523600CE,2025-01-09 15:15:00,0.1,75,BUY
NIFTY16JAN2523350CE,2025-01-16 09:30:00,29.321,75,SELL
NIFTY16JAN2523350PE,2025-01-16 09:30:00,44.206,75,SELL
NIFTY30JAN25FUT,2025-01-16 14:30:00,23396.423,1,BUY
NIFTY16JAN2523350CE,2025-01-16 15:15:00,0.1,75,BUY
NIFTY16JAN2523350PE,2025-01-16 15:15:00,47.898,75,BUY
NIFTY30JAN25FUT,2025-01-16 15:15:00,23337.839,1,SELL
NIFTY23JAN2523100CE,2025-01-23 09:30:00,54.745,75,SELL
NIFTY23JAN2523100PE,2025-01-23 09:30:00,34.565,75,SELL
NIFTY30JAN25FUT,2025-01-23 09:45:00,23213.763,1,SELL
NIFTY30JAN25FUT,2025-01-23 10:00:00,23224.752,2,SELL
NIFTY30JAN25FUT,2025-01-23 10:15:00,23247.529,4,SELL
NIFTY30JAN25FUT,2025-01-23 10:30:00,23266.91,8,SELL
NIFTY30JAN25FUT,2025-01-23 10:45:00,23263.513,16,SELL
NIFTY30JAN25FUT,2025-01-23 11:00:00,23242.484,31,SELL
NIFTY30JAN25FUT,2025-01-23 11:15:00,23294.271,62,BUY
NIFTY30JAN25FUT,2025-01-23 11:30:00,23246.73,1,SELL
NIFTY30JAN25FUT,2025-01-23 11:45:00,23236.74,2,SELL
NIFTY30JAN25FUT,2025-01-23 12:00:00,23236.74,4,SELL
NIFTY30JAN25FUT,2025-01-23 12:15:00,23246.73,8,SELL
NIFTY30JAN25FUT,2025-01-23 12:30:00,23269.507,16,SELL
NIFTY30JAN25FUT,2025-01-23 12:45:00,23270.556,32,SELL
NIFTY30JAN25FUT,2025-01-23 13:00:00,23263.713,63,SELL
NIFTY30JAN25FUT,2025-01-23 13:15:00,23315.943,127,BUY
NIFTY23JAN2523100CE,2025-01-23 15:15:00,104.655,75,BUY
NIFTY23JAN2523100PE,2025-01-23 15:15:00,0.15,75,BUY
NIFTY30JAN25FUT,2025-01-23 15:15:00,23236.191,1,SELL
NIFTY30JAN2523150PE,2025-01-30 09:30:00,121.628,75,SELL
NIFTY30JAN2523150CE,2025-01-30 09:30:00,125.574,75,SELL
NIFTY30JAN25FUT,2025-01-30 10:30:00,23276.75,1,SELL
NIFTY30JAN25FUT,2025-01-30 10:45:00,23275.701,2,SELL
NIFTY30JAN25FUT,2025-01-30 11:00:00,23226.75,3,SELL
NIFTY30JAN25FUT,2025-01-30 11:15:00,23256.72,6,SELL
NIFTY30JAN25FUT,2025-01-30 11:30:00,23234.892,12,SELL
NIFTY30JAN25FUT,2025-01-30 11:45:00,23213.813,24,SELL
NIFTY30JAN25FUT,2025-01-30 12:00:00,23280.507,48,BUY
NIFTY30JAN25FUT,2025-01-30 13:15:00,23238.338,1,SELL
NIFTY30JAN25FUT,2025-01-30 13:30:00,23200.476,1,SELL
NIFTY30JAN25FUT,2025-01-30 13:45:00,23208.169,3,SELL
NIFTY30JAN25FUT,2025-01-30 14:00:00,23168.159,5,SELL
NIFTY30JAN25FUT,2025-01-30 14:15:00,23187.064,10,BUY
NIFTY30JAN25FUT,2025-01-30 15:00:00,23170.556,1,SELL
NIFTY30JAN2523150CE,2025-01-30 15:15:00,91.341,75,BUY
NIFTY30JAN2523150PE,2025-01-30 15:15:00,0.2,75,BUY
NIFTY30JAN25FUT,2025-01-30 15:15:00,23263.34,1,BUY
