symbol,final_position,realized_pnl
NIFTY02JAN2523750CE,0,-15708.1
NIFTY02JAN2523750PE,0,5222.25
NIFTY30JAN25FUT,0,-587.166
NIFTY09JAN2523600CE,0,2222.75
NIFTY09JAN2523600PE,0,-1858.65
NIFTY16JAN2523350CE,0,1461.05
NIFTY16JAN2523350PE,0,-184.6
NIFTY23JAN2523100CE,0,-2495.5
NIFTY23JAN2523100PE,0,1720.75
NIFTY30JAN2523150CE,0,1711.65
NIFTY30JAN2523150PE,0,6071.4
