symbol,closed_trades,realized_pnl,charges,pat
NIFTY02JAN2523750CE,1,-235621.5,50.0,-235671.5
NIFTY02JAN2523750PE,1,78333.75,50.0,78283.75
NIFTY30JAN25FUT,28,-373903.65,5600.0,-379503.65
NIFTY09JAN2523600CE,1,33341.25,50.0,33291.25
NIFTY09JAN2523600PE,1,-27879.75,50.0,-27929.75
