symbol,entry_timestamp,entry_price,entry_qty,entry_side,exit_timestamp,exit_price,exit_qty,exit_side,pnl,charges,pat
NIFTY02JAN2523750CE,2025-01-02 09:30:00,124.276,750,SELL,2025-01-02 15:15:00,438.438,750,BUY,-235621.5,50.0,-235671.5
NIFTY02JAN2523750PE,2025-01-02 09:30:00,104.645,750,SELL,2025-01-02 15:15:00,0.2,750,BUY,78333.75,50.0,78283.75
NIFTY30JAN25FUT,2025-01-02 09:45:00,23919.057,75,SELL,2025-01-02 10:00:00,23967.594,75,BUY,-3640.275,200.0,-3840.275
NIFTY30JAN25FUT,2025-01-02 09:45:00,23919.057,75,SELL,2025-01-02 13:30:00,24216.192,75,BUY,-22285.125,200.0,-22485.125
NIFTY30JAN25FUT,2025-01-02 10:15:00,23922.903,75,SELL,2025-01-02 14:00:00,24233.91,75,BUY,-23325.525,200.0,-23525.525
NIFTY30JAN25FUT,2025-01-02 11:00:00,24016.26,75,SELL,2025-01-02 14:00:00,24233.91,75,BUY,-16323.75,200.0,-16523.75
NIFTY30JAN25FUT,2025-01-02 12:30:00,24093.882,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-16151.475,200.0,-16351.475
NIFTY30JAN25FUT,2025-01-02 13:15:00,24154.072,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-11637.225,200.0,-11837.225
NIFTY30JAN25FUT,2025-01-02 13:45:00,24208.218,150,SELL,2025-01-02 15:15:00,24309.235,150,BUY,-15152.55,200.0,-15352.55
NIFTY30JAN25FUT,2025-01-02 14:15:00,24205.171,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-7804.8,200.0,-8004.8
NIFTY30JAN25FUT,2025-01-09 09:45:00,23667.808,75,SELL,2025-01-09 10:15:00,23747.724,75,BUY,-5993.7,200.0,-6193.7
NIFTY30JAN25FUT,2025-01-09 10:00:00,23693.283,75,SELL,2025-01-09 10:45:00,23728.855,75,BUY,-2667.9,200.0,-2867.9
NIFTY30JAN25FUT,2025-01-09 10:00:00,23693.283,75,SELL,2025-01-09 11:00:00,23659.135,75,BUY,2561.1,200.0,2361.1
NIFTY30JAN25FUT,2025-01-09 11:00:00,23659.135,300,BUY,2025-01-09 11:15:00,23631.345,300,SELL,-8337.0,200.0,-8537.0
NIFTY30JAN25FUT,2025-01-09 11:15:00,23631.345,150,SELL,2025-01-09 11:30:00,23674.801,150,BUY,-6518.4,200.0,-6718.4
NIFTY30JAN25FUT,2025-01-09 11:30:00,23674.801,375,BUY,2025-01-09 11:45:00,23623.103,375,SELL,-19386.75,200.0,-19586.75
NIFTY30JAN25FUT,2025-01-09 11:45:00,23623.103,150,SELL,2025-01-09 12:00:00,23677.354,150,BUY,-8137.65,200.0,-8337.65
NIFTY30JAN25FUT,2025-01-09 12:00:00,23677.354,450,BUY,2025-01-09 12:15:00,23637.239,450,SELL,-18051.75,200.0,-18251.75
NIFTY30JAN25FUT,2025-01-09 12:15:00,23637.239,225,SELL,2025-01-09 12:30:00,23675.202,225,BUY,-8541.675,200.0,-8741.675
NIFTY30JAN25FUT,2025-01-09 12:30:00,23675.202,525,BUY,2025-01-09 12:45:00,23629.297,525,SELL,-24100.125,200.0,-24300.125
NIFTY30JAN25FUT,2025-01-09 12:45:00,23629.297,225,SELL,2025-01-09 13:00:00,23650.777,225,BUY,-4833.0,200.0,-5033.0
NIFTY30JAN25FUT,2025-01-09 13:00:00,23650.777,600,BUY,2025-01-09 13:15:00,23622.104,600,SELL,-17203.8,200.0,-17403.8
NIFTY30JAN25FUT,2025-01-09 13:15:00,23622.104,225,SELL,2025-01-09 13:30:00,23659.586,225,BUY,-8433.45,200.0,-8633.45
NIFTY30JAN25FUT,2025-01-09 13:30:00,23659.586,600,BUY,2025-01-09 13:45:00,23607.169,600,SELL,-31450.2,200.0,-31650.2
NIFTY30JAN25FUT,2025-01-09 13:45:00,23607.169,150,SELL,2025-01-09 14:00:00,23653.93,150,BUY,-7014.15,200.0,-7214.15
NIFTY30JAN25FUT,2025-01-09 14:00:00,23653.93,600,BUY,2025-01-09 14:15:00,23622.754,600,SELL,-18705.6,200.0,-18905.6
NIFTY30JAN25FUT,2025-01-09 14:15:00,23622.754,150,SELL,2025-01-09 14:30:00,23661.838,150,BUY,-5862.6,200.0,-6062.6
NIFTY30JAN25FUT,2025-01-09 14:30:00,23661.838,675,BUY,2025-01-09 14:45:00,23603.073,675,SELL,-39666.375,200.0,-39866.375
NIFTY30JAN25FUT,2025-01-09 14:45:00,23603.073,75,SELL,2025-01-09 15:00:00,23653.63,75,BUY,-3791.775,200.0,-3991.775
NIFTY30JAN25FUT,2025-01-09 15:00:00,23653.63,675,BUY,2025-01-09 15:15:00,23621.855,675,SELL,-21448.125,200.0,-21648.125
NIFTY09JAN2523600CE,2025-01-09 09:30:00,44.555,750,SELL,2025-01-09 15:15:00,0.1,750,BUY,33341.25,50.0,33291.25
NIFTY09JAN2523600PE,2025-01-09 09:30:00,42.907,750,SELL,2025-01-09 15:15:00,80.08,750,BUY,-27879.75,50.0,-27929.75
