symbol,entry_timestamp,entry_price,entry_qty,entry_side,exit_timestamp,exit_price,exit_qty,exit_side,pnl,charges,pat
NIFTY02JAN2523750CE,2025-01-02 09:30:00,124.276,75,SELL,2025-01-02 15:15:00,438.438,75,BUY,-23562.15,50.0,-23612.15
NIFTY02JAN2523750PE,2025-01-02 09:30:00,104.645,75,SELL,2025-01-02 15:15:00,0.2,75,BUY,7833.375,50.0,7783.375
NIFTY30JAN25FUT,2025-01-02 11:00:00,24016.26,75,SELL,2025-01-02 11:15:00,24077.503,75,BUY,-4593.225,200.0,-4793.225
NIFTY30JAN25FUT,2025-01-02 11:30:00,24050.825,75,SELL,2025-01-02 11:45:00,24083.81,75,BUY,-2473.875,200.0,-2673.875
NIFTY30JAN25FUT,2025-01-02 12:00:00,24025.95,75,SELL,2025-01-02 12:15:00,24064.04,75,BUY,-2856.75,200.0,-3056.75
NIFTY30JAN25FUT,2025-01-02 12:30:00,24093.882,75,SELL,2025-01-02 12:45:00,24171.547,75,BUY,-5824.875,200.0,-6024.875
NIFTY30JAN25FUT,2025-01-02 13:00:00,24134.691,75,SELL,2025-01-02 13:15:00,24202.428,75,BUY,-5080.275,200.0,-5280.275
NIFTY30JAN25FUT,2025-01-02 13:30:00,24167.808,75,SELL,2025-01-02 13:45:00,24256.682,75,BUY,-6665.55,200.0,-6865.55
NIFTY30JAN25FUT,2025-01-02 14:00:00,24185.49,75,SELL,2025-01-02 14:15:00,24253.629,75,BUY,-5110.425,200.0,-5310.425
NIFTY30JAN25FUT,2025-01-02 14:30:00,24215.261,75,SELL,2025-01-02 14:45:00,24288.164,75,BUY,-5467.725,200.0,-5667.725
NIFTY30JAN25FUT,2025-01-02 15:00:00,24278.247,75,SELL,2025-01-02 15:15:00,24309.235,75,BUY,-2324.1,200.0,-2524.1
NIFTY30JAN25FUT,2025-01-09 13:30:00,23659.586,75,BUY,2025-01-09 13:45:00,23607.169,75,SELL,-3931.275,200.0,-4131.275
NIFTY30JAN25FUT,2025-01-09 14:00:00,23653.93,75,BUY,2025-01-09 14:15:00,23622.754,75,SELL,-2338.2,200.0,-2538.2
NIFTY30JAN25FUT,2025-01-09 14:30:00,23661.838,75,BUY,2025-01-09 14:45:00,23603.073,75,SELL,-4407.375,200.0,-4607.375
NIFTY30JAN25FUT,2025-01-09 15:00:00,23653.63,75,BUY,2025-01-09 15:15:00,23621.855,75,SELL,-2383.125,200.0,-2583.125
NIFTY30JAN25FUT,2025-01-16 14:30:00,23396.423,75,BUY,2025-01-16 14:45:00,23347.179,75,SELL,-3693.3,200.0,-3893.3
NIFTY30JAN25FUT,2025-01-16 15:00:00,23391.368,75,BUY,2025-01-16 15:15:00,23337.839,75,SELL,-4014.675,200.0,-4214.675
NIFTY30JAN25FUT,2025-01-23 09:45:00,23213.763,75,SELL,2025-01-23 10:00:00,23271.248,75,BUY,-4311.375,200.0,-4511.375
NIFTY30JAN25FUT,2025-01-23 10:15:00,23247.529,75,SELL,2025-01-23 10:30:00,23313.49,75,BUY,-4947.075,200.0,-5147.075
NIFTY30JAN25FUT,2025-01-23 10:45:00,23263.513,75,SELL,2025-01-23 11:00:00,23289.016,75,BUY,-1912.725,200.0,-2112.725
NIFTY30JAN25FUT,2025-01-23 11:15:00,23247.729,75,SELL,2025-01-23 11:30:00,23293.27,75,BUY,-3415.575,200.0,-3615.575
NIFTY30JAN25FUT,2025-01-23 11:45:00,23236.74,75,SELL,2025-01-23 12:00:00,23283.26,75,BUY,-3489.0,200.0,-3689.0
NIFTY30JAN25FUT,2025-01-23 12:15:00,23246.73,75,SELL,2025-01-23 12:30:00,23316.093,75,BUY,-5202.225,200.0,-5402.225
NIFTY30JAN25FUT,2025-01-23 12:45:00,23270.556,75,SELL,2025-01-23 13:00:00,23310.287,75,BUY,-2979.825,200.0,-3179.825
NIFTY30JAN25FUT,2025-01-23 13:15:00,23269.357,75,SELL,2025-01-23 13:30:00,23311.238,75,BUY,-3141.075,200.0,-3341.075
NIFTY30JAN25FUT,2025-01-23 13:45:00,23279.747,75,SELL,2025-01-23 14:00:00,23320.697,75,BUY,-3071.25,200.0,-3271.25
